"BL","RGB","Kreis","Gkz","Wirtschaftsraum","Ort","Einwohner","Plz","Block neu"
"RP",72,7211,7211000,,"Trier, Stadt",100234,"54290","A"
"RP",72,7235,7235051,,"Igel",2056,"54298","A"
"RP",72,7235,7235141,,"Waldrach",2090,"54320","A"
"RP",72,7235,7235068,,"Konz, Stadt",17680,"54329","A"
"RP",72,7235,7235125,,"Schweich, Stadt",6406,"54338","A"
"RP",72,7235,7235060,,"Kenn",2526,"54344","A"
"RP",72,7235,7235045,,"Hermeskeil, Stadt",5855,"54411","A"
"RP",72,7235,7235118,,"Saarburg, Stadt",6191,"54439","A"
"RP",72,7231,7231008,,"Bernkastel-Kues, Stadt",6964,"54470","A"
"RP",72,7231,7231502,,"Morbach",11103,"54497","A"
"RP",72,7231,7231134,,"Wittlich, Stadt",17615,"54516","A"
"RP",72,7233,7233501,,"Daun, Stadt",8551,"54550","A"
"RP",72,7233,7233026,,"Gerolstein, Stadt",7577,"54568","A"
"RP",72,7233,7233029,,"Hillesheim, Stadt",3215,"54576","A"
"RP",72,7233,7233035,,"Jünkerath",1801,"54584","A"
"RP",72,7233,7233240,,"Stadtkyll",1570,"54589","A"
"RP",72,7232,7232296,,"Prüm, Stadt",5536,"54595","A"
"RP",72,7232,7232018,,"Bitburg, Stadt",12948,"54634","A"
"RP",72,7232,7232123,,"Speicher",2979,"54662","A"
"RP",72,7232,7232088,,"Neuerburg, Stadt",1608,"54673","A"
"RP",72,7231,7231124,,"Traben-Trarbach, Stadt",5945,"56841","A"
"RP",73,7315,7315000,"Rhein/Main","Mainz, Stadt",186103,"55116","B"
"RP",73,7339,7339030,,"Ingelheim am Rhein, Stadt",24973,"55218","B"
"RP",73,7331,7331003,,"Alzey, Stadt",18111,"55232","B"
"RP",73,7331,7331025,,"Flonheim",2605,"55237","B"
"RP",73,7331,7331032,,"Gau-Odernheim",3631,"55239","B"
"RP",73,7339,7339009,,"Budenheim",8574,"55257","B"
"RP",73,7339,7339027,,"Heidesheim am Rhein",6943,"55262","B"
"RP",73,7339,7339061,,"Wackernheim",2457,"55263","B"
"RP",73,7339,7339042,,"Nieder-Olm",8018,"55268","B"
"RP",73,7339,7339067,,"Zornheim",3568,"55270","B"
"RP",73,7339,7339057,,"Stadecken-Elsheim",4459,"55271","B"
"RP",73,7339,7339012,,"Dienheim",1892,"55276","B"
"RP",73,7339,7339049,,"Oppenheim, Stadt",6631,"55276","B"
"RP",73,7339,7339060,,"Undenheim",2344,"55278","B"
"RP",73,7339,7339043,,"Nierstein",7577,"55283","B"
"RP",73,7331,7331073,,"Wörrstadt",7468,"55286","B"
"RP",73,7339,7339006,,"Bodenheim",6616,"55294","B"
"RP",73,7339,7339039,,"Nackenheim",5037,"55299","B"
"RP",73,7339,7339005,,"Bingen am Rhein, Stadt",24786,"55411","B"
"RP",73,7339,7339063,,"Weiler bei Bingen",2669,"55413","B"
"RP",73,7339,7339062,,"Waldalgesheim",3514,"55425","B"
"RP",73,7339,7339019,,"Gau-Algesheim, Stadt",6371,"55435","B"
"RP",73,7339,7339021,,"Gensingen",3302,"55457","B"
"RP",73,7339,7339022,,"Grolsheim",1023,"55459","B"
"RP",73,7339,7339056,,"Sprendlingen",3854,"55576","B"
"RP",73,7331,7331072,,"Wöllstein",4352,"55597","B"
"RP",73,7320,7320000,,"Zweibrücken, Stadt",35846,"66482","B"
"RP",73,7340,7340208,,"Dietrichingen",337,"66484","B"
"RP",73,7340,7340210,,"Großsteinhausen",630,"66484","B"
"RP",73,7340,7340221,,"Riedelberg",503,"66484","B"
"RP",73,7340,7340206,,"Contwig",5074,"66497","B"
"RP",73,7340,7340211,,"Hornbach, Stadt",1642,"66500","B"
"RP",73,7340,7340218,,"Mauschbach",270,"66500","B"
"RP",73,7340,7340222,,"Rieschweiler-Mühlbach",2230,"66509","B"
"RP",73,7335,7335022,,"Landstuhl, Sickingenstadt",9087,"66849","B"
"RP",73,7335,7335002,,"Bann",2368,"66851","B"
"RP",73,7335,7335027,,"Mittelbrunn",715,"66851","B"
"RP",73,7335,7335031,,"Oberarnbach",463,"66851","B"
"RP",73,7335,7335037,,"Queidersbach",2869,"66851","B"
"RP",73,7335,7335018,,"Kindsbach",2489,"66862","B"
"RP",73,7336,7336055,,"Kusel, Stadt",5301,"66869","B"
"RP",73,7335,7335038,,"Ramstein-Miesenbach, Stadt",8400,"66877","B"
"RP",73,7335,7335020,,"Kottweiler-Schwanden",1374,"66879","B"
"RP",73,7335,7335030,,"Niedermohr",1519,"66879","B"
"RP",73,7335,7335044,,"Steinwenden",2515,"66879","B"
"RP",73,7335,7335016,,"Hütschenhausen",4180,"66882","B"
"RP",73,7336,7336003,,"Altenglan",3144,"66885","B"
"RP",73,7336,7336095,,"Sankt Julian",1311,"66887","B"
"RP",73,7335,7335003,,"Bruchmühlbach-Miesau",7767,"66892","B"
"RP",73,7335,7335011,,"Gerhardsbrunn",147,"66894","B"
"RP",73,7340,7340203,,"Bechhofen",2314,"66894","B"
"RP",73,7340,7340212,,"Käshofen",743,"66894","B"
"RP",73,7336,7336092,,"Schönenberg-Kübelberg",5872,"66901","B"
"RP",73,7336,7336011,,"Brücken (Pfalz)",2358,"66904","B"
"RP",73,7336,7336031,,"Glan-Münchweiler",1222,"66907","B"
"RP",73,7336,7336041,,"Herschweiler-Pettersheim",1394,"66909","B"
"RP",73,7336,7336064,,"Nanzdietschweiler",1288,"66909","B"
"RP",73,7336,7336102,,"Waldmohr",5585,"66914","B"
"RP",73,7336,7336010,,"Breitenbach",2128,"66916","B"
"RP",73,7340,7340016,,"Hermersberg",1793,"66919","B"
"RP",73,7340,7340017,,"Herschberg",898,"66919","B"
"RP",73,7340,7340018,,"Hettenhausen",285,"66919","B"
"RP",73,7340,7340055,,"Weselberg",1447,"66919","B"
"RP",73,7317,7317000,,"Pirmasens, Stadt",44367,"66953","B"
"RP",73,7340,7340008,,"Eppenbrunn",1561,"66957","B"
"RP",73,7340,7340036,,"Obersimten",638,"66957","B"
"RP",73,7340,7340040,,"Ruppertsweiler",1461,"66957","B"
"RP",73,7340,7340048,,"Schweix",352,"66957","B"
"RP",73,7340,7340053,,"Vinningen",1741,"66957","B"
"RP",73,7340,7340028,,"Lemberg",4284,"66969","B"
"RP",73,7340,7340038,,"Rodalben, Stadt",7756,"66976","B"
"RP",73,7340,7340003,,"Clausen",1622,"66978","B"
"RP",73,7340,7340007,,"Donsieders",1047,"66978","B"
"RP",73,7340,7340032,,"Münchweiler an der Rodalb",3081,"66981","B"
"RP",73,7340,7340051,,"Thaleischweiler-Fröschen",3637,"66987","B"
"RP",73,7340,7340022,,"Höheinöd",1363,"66989","B"
"RP",73,7340,7340037,,"Petersberg",920,"66989","B"
"RP",73,7340,7340004,,"Dahn, Stadt",4993,"66994","B"
"RP",73,7340,7340009,,"Erfweiler",1218,"66996","B"
"RP",73,7340,7340011,,"Fischbach bei Dahn",1692,"66996","B"
"RP",73,7340,7340029,,"Ludwigswinkel",911,"66996","B"
"RP",73,7340,7340020,,"Hinterweidenthal",1727,"66999","B"
"RP",73,7314,7314000,"Rhein/Neckar","Ludwigshafen am Rhein, Stadt",162436,"67059","B"
"RP",73,7332,7332002,,"Bad Dürkheim, Stadt",18585,"67098","A"
"RP",73,7338,7338025,"Rhein/Neckar","Schifferstadt, Stadt",18898,"67105","A"
"RP",73,7338,7338019,"Rhein/Neckar","Mutterstadt",12579,"67112","A"
"RP",73,7338,7338017,"Rhein/Neckar","Limburgerhof",10703,"67117","A"
"RP",73,7338,7338001,"Rhein/Neckar","Altrip",7719,"67122","A"
"RP",73,7338,7338006,"Rhein/Neckar","Dannstadt-Schauernheim",7235,"67125","A"
"RP",73,7338,7338014,"Rhein/Neckar","Hochdorf-Assenheim",3022,"67126","A"
"RP",73,7338,7338022,"Rhein/Neckar","Rödersheim-Gronau",2928,"67127","A"
"RP",73,7338,7338018,"Rhein/Neckar","Maxdorf",6980,"67133","A"
"RP",73,7338,7338008,"Rhein/Neckar","Fußgönheim",2524,"67136","A"
"RP",73,7338,7338020,"Rhein/Neckar","Neuhofen",7378,"67141","A"
"RP",73,7332,7332009,,"Deidesheim, Stadt",3754,"67146","A"
"RP",73,7332,7332017,,"Forst an der Weinstraße",810,"67147","A"
"RP",73,7332,7332035,,"Meckenheim",3385,"67149","A"
"RP",73,7332,7332039,,"Niederkirchen bei Deidesheim",2401,"67150","A"
"RP",73,7332,7332043,,"Ruppertsberg",1400,"67152","A"
"RP",73,7332,7332046,,"Wachenheim an der Weinstraße, Stadt",4697,"67157","A"
"RP",73,7332,7332013,,"Ellerstadt",2252,"67158","A"
"RP",73,7332,7332022,,"Gönnheim",1446,"67161","A"
"RP",73,7338,7338026,"Rhein/Neckar","Waldsee",5319,"67165","A"
"RP",73,7338,7338021,"Rhein/Neckar","Otterstadt",3265,"67166","A"
"RP",73,7332,7332015,,"Erpolzheim",1182,"67167","A"
"RP",73,7332,7332028,,"Kallstadt",1181,"67169","A"
"RP",73,7311,7311000,"Rhein/Neckar","Frankenthal (Pfalz), Stadt",47699,"67227","A"
"RP",73,7338,7338004,"Rhein/Neckar","Bobenheim-Roxheim",10050,"67240","A"
"RP",73,7338,7338016,"Rhein/Neckar","Lambsheim",5975,"67245","A"
"RP",73,7332,7332019,,"Freinsheim, Stadt",4966,"67251","A"
"RP",73,7332,7332050,,"Weisenheim am Sand",4386,"67256","A"
"RP",73,7338,7338012,"Rhein/Neckar","Heßheim",3003,"67258","A"
"RP",73,7338,7338002,"Rhein/Neckar","Beindersheim",2920,"67259","A"
"RP",73,7332,7332024,,"Grünstadt, Stadt",13180,"67269","A"
"RP",73,7332,7332005,,"Bobenheim am Berg",854,"67273","A"
"RP",73,7332,7332026,,"Herxheim am Berg",736,"67273","A"
"RP",73,7332,7332006,,"Bockenheim an der Weinstraße",2278,"67278","A"
"RP",73,7333,7333039,,"Kirchheimbolanden, Stadt",8022,"67292","B"
"RP",73,7333,7333010,,"Bolanden",2384,"67295","B"
"RP",73,7333,7333045,,"Marnheim",1614,"67297","B"
"RP",73,7333,7333019,,"Eisenberg (Pfalz), Stadt",9832,"67304","B"
"RP",73,7333,7333038,,"Kerzenheim",2276,"67304","B"
"RP",73,7333,7333060,,"Ramsen",1859,"67305","B"
"RP",73,7333,7333026,,"Göllheim",3742,"67307","B"
"RP",73,7333,7333001,,"Albisheim (Pfrimm)",1723,"67308","B"
"RP",73,7332,7332027,,"Hettenleidelheim",3112,"67310","A"
"RP",73,7332,7332044,,"Tiefenthal",875,"67311","A"
"RP",73,7332,7332001,,"Altleiningen",1926,"67317","A"
"RP",73,7318,7318000,"Rhein/Neckar","Speyer, Stadt",50156,"67346","A"
"RP",73,7338,7338023,"Rhein/Neckar","Römerberg",9137,"67354","A"
"RP",73,7334,7334017,,"Lingenfeld",5336,"67360","A"
"RP",73,7334,7334006,,"Freisbach",1058,"67361","A"
"RP",73,7334,7334018,,"Lustadt",3330,"67363","A"
"RP",73,7334,7334028,,"Schwegenheim",2923,"67365","A"
"RP",73,7334,7334032,,"Weingarten (Pfalz)",1559,"67366","A"
"RP",73,7334,7334033,,"Westheim (Pfalz)",1738,"67368","A"
"RP",73,7338,7338007,"Rhein/Neckar","Dudenhofen",5769,"67373","A"
"RP",73,7338,7338011,"Rhein/Neckar","Harthausen",3010,"67376","A"
"RP",73,7337,7337032,,"Gommersheim",1325,"67377","A"
"RP",73,7334,7334036,,"Zeiskam",2206,"67378","A"
"RP",73,7316,7316000,,"Neustadt an der Weinstraße, Stadt",53892,"67433","B"
"RP",73,7332,7332025,,"Haßloch",20809,"67454","A"
"RP",73,7338,7338005,"Rhein/Neckar","Böhl-Iggelheim",10679,"67459","A"
"RP",73,7332,7332032,,"Lambrecht (Pfalz), Stadt",4071,"67466","A"
"RP",73,7332,7332037,,"Neidenfels",997,"67468","A"
"RP",73,7332,7332016,,"Esthal",1577,"67472","A"
"RP",73,7332,7332048,,"Weidenthal",2065,"67475","A"
"RP",73,7337,7337020,,"Edenkoben, Stadt",6732,"67480","A"
"RP",73,7337,7337027,,"Freimersheim (Pfalz)",986,"67482","A"
"RP",73,7337,7337021,,"Edesheim",2419,"67483","A"
"RP",73,7337,7337052,,"Maikammer",4174,"67487","A"
"RP",73,7337,7337070,,"Sankt Martin",1889,"67487","A"
"RP",73,7337,7337047,,"Kirrweiler (Pfalz)",2067,"67489","A"
"RP",73,7319,7319000,"Rhein/Neckar","Worms, Stadt",81111,"67547","A"
"RP",73,7331,7331055,,"Osthofen, Stadt",8889,"67574","B"
"RP",73,7331,7331018,,"Eich",3209,"67575","B"
"RP",73,7331,7331045,,"Mettenheim",1511,"67582","B"
"RP",73,7331,7331048,,"Monsheim",2601,"67590","B"
"RP",73,7331,7331054,,"Offstein",1824,"67591","B"
"RP",73,7331,7331023,,"Flörsheim-Dalsheim",3173,"67592","B"
"RP",73,7331,7331071,,"Westhofen",3261,"67593","B"
"RP",73,7331,7331006,,"Bechtheim",1854,"67595","B"
"RP",73,7312,7312000,,"Kaiserslautern, Stadt",99469,"67657","B"
"RP",73,7335,7335004,,"Enkenbach-Alsenborn",7226,"67677","B"
"RP",73,7335,7335026,,"Mehlingen",3841,"67678","B"
"RP",73,7335,7335028,,"Neuhemsbach",844,"67680","B"
"RP",73,7333,7333080,,"Wartenberg-Rohrbach",531,"67681","B"
"RP",73,7335,7335205,,"Sembach",1219,"67681","B"
"RP",73,7335,7335005,,"Erzenhausen",724,"67685","B"
"RP",73,7335,7335006,,"Eulenbis",539,"67685","B"
"RP",73,7335,7335043,,"Schwedelbach",1038,"67685","B"
"RP",73,7335,7335049,,"Weilerbach",4421,"67685","B"
"RP",73,7335,7335024,,"Mackenbach",2083,"67686","B"
"RP",73,7335,7335040,,"Rodenbach",3327,"67688","B"
"RP",73,7335,7335015,,"Hochspeyer",4804,"67691","B"
"RP",73,7335,7335007,,"Fischbach",825,"67693","B"
"RP",73,7335,7335035,,"Otterberg, Stadt",5210,"67697","B"
"RP",73,7335,7335013,,"Heiligenmoschel",690,"67699","B"
"RP",73,7335,7335029,,"Niederkirchen",2122,"67700","B"
"RP",73,7335,7335041,,"Schallodenbach",912,"67701","B"
"RP",73,7335,7335047,,"Trippstadt",3084,"67705","B"
"RP",73,7335,7335021,,"Krickenbach",1210,"67706","B"
"RP",73,7340,7340054,,"Waldfischbach-Burgalben",5194,"67714","B"
"RP",73,7340,7340012,,"Geiselberg",892,"67715","B"
"RP",73,7340,7340015,,"Heltersberg",2204,"67716","B"
"RP",73,7340,7340044,,"Schmalenberg",774,"67718","B"
"RP",73,7333,7333503,,"Winnweiler",4715,"67722","B"
"RP",73,7333,7333009,,"Börrstadt",962,"67725","B"
"RP",73,7333,7333048,,"Münchweiler an der Alsenz",1250,"67728","B"
"RP",73,7333,7333071,,"Sippersfeld",1175,"67729","B"
"RP",73,7335,7335034,,"Otterbach",3956,"67731","B"
"RP",73,7335,7335017,,"Katzweiler",1776,"67734","B"
"RP",73,7335,7335046,,"Sulzbachtal",503,"67734","B"
"RP",73,7335,7335025,,"Mehlbach",1220,"67735","B"
"RP",73,7336,7336058,,"Lauterecken, Stadt",2333,"67742","B"
"RP",73,7336,7336105,,"Wolfstein, Stadt",2028,"67752","B"
"RP",73,7333,7333502,,"Rockenhausen, Stadt",5828,"67806","B"
"RP",73,7333,7333003,,"Alsenz",1866,"67821","B"
"RP",73,7334,7334007,,"Germersheim, Stadt",20542,"76726","A"
"RP",73,7334,7334031,,"Vollmersweiler",234,"76744","A"
"RP",73,7334,7334501,,"Wörth am Rhein, Stadt",17653,"76744","A"
"RP",73,7334,7334012,,"Jockgrim",6823,"76751","A"
"RP",73,7334,7334001,,"Bellheim",8542,"76756","A"
"RP",73,7334,7334025,,"Rülzheim",7989,"76761","A"
"RP",73,7334,7334024,,"Rheinzabern",4511,"76764","A"
"RP",73,7334,7334008,,"Hagenbach",5522,"76767","A"
"RP",73,7334,7334002,,"Berg (Pfalz)",2147,"76768","A"
"RP",73,7334,7334009,,"Hatzenbühl",2653,"76770","A"
"RP",73,7334,7334011,,"Hördt",2440,"76771","A"
"RP",73,7334,7334015,,"Kuhardt",1862,"76773","A"
"RP",73,7334,7334027,,"Scheibenhardt",717,"76779","A"
"RP",73,7313,7313000,,"Landau in der Pfalz, Stadt",41396,"76829","A"
"RP",73,7337,7337007,,"Billigheim-Ingenheim",3931,"76831","A"
"RP",73,7337,7337009,,"Birkweiler",703,"76831","A"
"RP",73,7337,7337022,,"Eschbach",699,"76831","A"
"RP",73,7337,7337040,,"Heuchelheim-Klingen",933,"76831","A"
"RP",73,7337,7337042,,"Ilbesheim bei Landau in der Pfalz",1214,"76831","A"
"RP",73,7337,7337043,,"Impflingen",825,"76831","A"
"RP",73,7337,7337026,,"Frankweiler",943,"76833","A"
"RP",73,7337,7337050,,"Knöringen",456,"76833","A"
"RP",73,7337,7337073,,"Siebeldingen",1072,"76833","A"
"RP",73,7337,7337082,,"Walsheim",507,"76833","A"
"RP",73,7337,7337025,,"Flemlingen",427,"76835","A"
"RP",73,7337,7337069,,"Roschbach",811,"76835","A"
"RP",73,7337,7337084,,"Weyher in der Pfalz",572,"76835","A"
"RP",73,7340,7340014,,"Hauenstein",4177,"76846","B"
"RP",73,7340,7340005,,"Darstein",212,"76848","B"
"RP",73,7340,7340006,,"Dimbach",179,"76848","B"
"RP",73,7340,7340047,,"Schwanheim",628,"76848","B"
"RP",73,7340,7340049,,"Spirkelbach",673,"76848","B"
"RP",73,7337,7337501,,"Annweiler am Trifels, Stadt",7303,"76855","A"
"RP",73,7337,7337001,,"Albersweiler",1952,"76857","A"
"RP",73,7337,7337033,,"Gossersweiler-Stein",1474,"76857","A"
"RP",73,7337,7337067,,"Rinnthal",686,"76857","A"
"RP",73,7337,7337080,,"Waldhambach",359,"76857","A"
"RP",73,7337,7337081,,"Waldrohrbach",392,"76857","A"
"RP",73,7337,7337038,,"Herxheim bei Landau/ Pfalz",10316,"76863","A"
"RP",73,7337,7337044,,"Insheim",2207,"76865","A"
"RP",73,7337,7337068,,"Rohrbach",1726,"76865","A"
"RP",73,7334,7334013,,"Kandel, Stadt",8417,"76870","A"
"RP",73,7334,7334004,,"Erlenbach bei Kandel",751,"76872","A"
"RP",73,7334,7334030,,"Steinweiler",1778,"76872","A"
"RP",73,7334,7334034,,"Winden",1030,"76872","A"
"RP",73,7337,7337061,,"Offenbach an der Queich",5853,"76877","A"
"RP",73,7334,7334014,,"Knittelsheim",922,"76879","A"
"RP",73,7334,7334023,,"Ottersheim bei Landau",1845,"76879","A"
"RP",73,7337,7337041,,"Hochstadt (Pfalz)",2486,"76879","A"
"RP",73,7337,7337005,,"Bad Bergzabern, Stadt",8003,"76887","A"
"RP",73,7337,7337008,,"Birkenhördt",688,"76889","A"
"RP",73,7337,7337019,,"Dörrenbach",976,"76889","A"
"RP",73,7337,7337046,,"Kapsweyer",979,"76889","A"
"RP",73,7337,7337049,,"Klingenmünster",2428,"76889","A"
"RP",73,7337,7337055,,"Niederhorbach",462,"76889","A"
"RP",73,7337,7337056,,"Niederotterbach",292,"76889","A"
"RP",73,7337,7337072,,"Schweighofen",564,"76889","A"
"RP",73,7337,7337076,,"Steinfeld",1885,"76889","A"
"RP",73,7337,7337079,,"Vorderweidenthal",676,"76889","A"
"RP",73,7340,7340002,,"Busenberg",1398,"76891","B"
"RP",73,7340,7340010,,"Erlenbach bei Dahn",359,"76891","B"
"RP",73,7340,7340502,,"Bundenthal",1141,"76891","B"
"BW",81,8111,8111000,"Stuttgart","Stuttgart, Landeshauptstadt",588477,"70173","A"
"BW",81,8119,8119020,"Stuttgart","Fellbach, Stadt",43506,"70734","A"
"BW",81,8116,8116078,"Stuttgart","Leinfelden-Echterdingen, Stadt",36586,"70771","A"
"BW",81,8116,8116077,"Stuttgart","Filderstadt, Stadt",42981,"70794","A"
"BW",81,8118,8118046,"Stuttgart","Kornwestheim, Stadt",30264,"70806","A"
"BW",81,8118,8118080,"Stuttgart","Korntal-Münchingen, Stadt",17893,"70825","A"
"BW",81,8118,8118019,"Stuttgart","Gerlingen, Stadt",18719,"70839","A"
"BW",81,8115,8115003,"Stuttgart","Böblingen, Stadt",46242,"71032","A"
"BW",81,8115,8115045,"Stuttgart","Sindelfingen, Stadt",61149,"71063","A"
"BW",81,8115,8115021,"Stuttgart","Herrenberg, Stadt",30880,"71083","A"
"BW",81,8115,8115024,"Stuttgart","Holzgerlingen, Stadt",11504,"71088","A"
"BW",81,8115,8115051,"Stuttgart","Weil im Schönbuch",10004,"71093","A"
"BW",81,8115,8115044,"Stuttgart","Schönaich",10093,"71101","A"
"BW",81,8115,8115029,"Stuttgart","Magstadt",9037,"71106","A"
"BW",81,8115,8115048,"Stuttgart","Waldenbuch, Stadt",8826,"71111","A"
"BW",81,8115,8115015,"Stuttgart","Gärtringen",11389,"71116","A"
"BW",81,8115,8115054,"Stuttgart","Grafenau",6644,"71120","A"
"BW",81,8115,8115016,"Stuttgart","Gäufelden",9340,"71126","A"
"BW",81,8115,8115053,"Stuttgart","Jettingen",7590,"71131","A"
"BW",81,8115,8115001,"Stuttgart","Aidlingen",9306,"71134","A"
"BW",81,8115,8115013,"Stuttgart","Ehningen",7551,"71139","A"
"BW",81,8115,8115046,"Stuttgart","Steinenbronn",6042,"71144","A"
"BW",81,8115,8115004,"Stuttgart","Bondorf",5510,"71149","A"
"BW",81,8115,8115002,"Stuttgart","Altdorf",4379,"71155","A"
"BW",81,8115,8115022,"Stuttgart","Hildrizhausen",3525,"71157","A"
"BW",81,8115,8115034,"Stuttgart","Mötzingen",3579,"71159","A"
"BW",81,8115,8115028,"Stuttgart","Leonberg, Stadt",45370,"71229","A"
"BW",81,8118,8118011,"Stuttgart","Ditzingen, Stadt",24065,"71254","A"
"BW",81,8115,8115050,"Stuttgart","Weil der Stadt, Stadt",19178,"71263","A"
"BW",81,8115,8115041,"Stuttgart","Renningen, Stadt",17521,"71272","A"
"BW",81,8115,8115042,"Stuttgart","Rutesheim",10047,"71277","A"
"BW",81,8118,8118027,"Stuttgart","Hemmingen",7683,"71282","A"
"BW",81,8115,8115052,"Stuttgart","Weissach",7705,"71287","A"
"BW",81,8119,8119079,"Stuttgart","Waiblingen, Stadt",52853,"71332","A"
"BW",81,8119,8119085,"Stuttgart","Winnenden, Stadt",27755,"71364","A"
"BW",81,8119,8119091,"Stuttgart","Weinstadt, Stadt",26101,"71384","A"
"BW",81,8119,8119093,"Stuttgart","Kernen im Remstal",14974,"71394","A"
"BW",81,8119,8119042,"Stuttgart","Leutenbach",10721,"71397","A"
"BW",81,8119,8119041,"Stuttgart","Korb",10232,"71404","A"
"BW",81,8119,8119068,"Stuttgart","Schwaikheim",9290,"71409","A"
"BW",81,8119,8119008,"Stuttgart","Backnang, Stadt",35474,"71522","A"
"BW",81,8119,8119044,"Stuttgart","Murrhardt, Stadt",14361,"71540","A"
"BW",81,8119,8119087,"Stuttgart","Aspach",8176,"71546","A"
"BW",81,8119,8119006,"Stuttgart","Auenwald",6921,"71549","A"
"BW",81,8119,8119083,"Stuttgart","Weissach im Tal",7250,"71554","A"
"BW",81,8119,8119075,"Stuttgart","Sulzbach an der Murr",5474,"71560","A"
"BW",81,8119,8119053,"Stuttgart","Oppenweiler",4277,"71570","A"
"BW",81,8118,8118048,"Stuttgart","Ludwigsburg, Stadt",87591,"71638","A"
"BW",81,8118,8118073,"Stuttgart","Vaihingen an der Enz, Stadt",28524,"71665","A"
"BW",81,8118,8118049,"Stuttgart","Marbach am Neckar, Stadt",15094,"71672","A"
"BW",81,8118,8118003,"Stuttgart","Asperg, Stadt",12420,"71679","A"
"BW",81,8118,8118081,"Stuttgart","Remseck am Neckar, Stadt",21857,"71686","A"
"BW",81,8118,8118078,"Stuttgart","Freiberg am Neckar, Stadt",15455,"71691","A"
"BW",81,8118,8118051,"Stuttgart","Möglingen",10439,"71696","A"
"BW",81,8118,8118050,"Stuttgart","Markgröningen, Stadt",14624,"71706","A"
"BW",81,8118,8118070,"Stuttgart","Steinheim an der Murr, Stadt",11344,"71711","A"
"BW",81,8125,8125008,,"Beilstein, Stadt",6130,"71717","B"
"BW",81,8118,8118060,"Stuttgart","Oberstenfeld",8009,"71720","A"
"BW",81,8118,8118021,"Stuttgart","Großbottwar, Stadt",8233,"71723","A"
"BW",81,8118,8118006,"Stuttgart","Benningen am Neckar",5460,"71726","A"
"BW",81,8118,8118014,"Stuttgart","Erdmannhausen",4875,"71729","A"
"BW",81,8118,8118071,"Stuttgart","Tamm",12067,"71732","A"
"BW",81,8116,8116049,"Stuttgart","Nürtingen, Stadt",40076,"72622","A"
"BW",81,8116,8116081,"Stuttgart","Aichtal, Stadt",9720,"72631","A"
"BW",81,8116,8116020,"Stuttgart","Frickenhausen",8891,"72636","A"
"BW",81,8116,8116046,"Stuttgart","Neuffen, Stadt",6224,"72639","A"
"BW",81,8116,8116050,"Stuttgart","Oberboihingen",5531,"72644","A"
"BW",81,8116,8116042,"Stuttgart","Neckartenzlingen",6331,"72654","A"
"BW",81,8116,8116011,"Stuttgart","Beuren",3373,"72660","A"
"BW",81,8116,8116022,"Stuttgart","Großbettlingen",4044,"72663","A"
"BW",81,8116,8116036,"Stuttgart","Kohlberg",2302,"72664","A"
"BW",81,8117,8117026,,"Göppingen, Stadt",57686,"73033","B"
"BW",81,8117,8117019,,"Eislingen/ Fils, Stadt",20219,"73054","B"
"BW",81,8117,8117018,,"Ebersbach an der Fils, Stadt",15991,"73061","B"
"BW",81,8117,8117051,,"Uhingen, Stadt",14027,"73066","B"
"BW",81,8117,8117015,,"Donzdorf, Stadt",11085,"73072","B"
"BW",81,8117,8117049,,"Süßen, Stadt",10336,"73079","B"
"BW",81,8117,8117042,,"Salach",7775,"73084","B"
"BW",81,8117,8117030,,"Heiningen",5551,"73092","B"
"BW",81,8117,8117003,,"Albershausen",4384,"73095","B"
"BW",81,8117,8117009,,"Birenbach",1899,"73102","B"
"BW",81,8116,8116056,"Stuttgart","Plochingen, Stadt",14341,"73207","A"
"BW",81,8116,8116033,"Stuttgart","Kirchheim unter Teck, Stadt",39468,"73230","A"
"BW",81,8116,8116070,"Stuttgart","Weilheim an der Teck, Stadt",9483,"73235","A"
"BW",81,8116,8116071,"Stuttgart","Wendlingen am Neckar, Stadt",15807,"73240","A"
"BW",81,8116,8116072,"Stuttgart","Wernau (Neckar), Stadt",12560,"73249","A"
"BW",81,8116,8116079,"Stuttgart","Lenningen",8747,"73252","A"
