"BL","RGB","Kreis","Gkz","Wirtschaftsraum","Ort","Einwohner","Plz","Block neu"
"SA",141,14173,14173190,"Chemn/Zw","Oberlungwitz, Stadt",7008,"9353","B"
"SA",141,14173,14173250,"Chemn/Zw","St. Egidien",3704,"9356","B"
"SA",141,14188,14188200,"Chemn/Zw","Niederdorf",1376,"9366","A"
"SA",141,14188,14188230,"Chemn/Zw","Stollberg/Erzgeb., Stadt",13356,"9366","A"
"SA",141,14188,14188220,"Chemn/Zw","Oelsnitz/Erzgeb., Stadt",12841,"9376","A"
"SA",141,14188,14188240,"Chemn/Zw","Thalheim/Erzgeb., Stadt",7756,"9380","A"
"SA",141,14188,14188160,"Chemn/Zw","Lugau/Erzgeb., Stadt",7929,"9385","A"
"SA",141,14188,14188125,"Chemn/Zw","Jahnsdorf/Erzgeb.",6153,"9387","A"
"SA",141,14188,14188020,"Chemn/Zw","Auerbach",3097,"9392","A"
"SA",141,14188,14188100,"Chemn/Zw","Hohndorf",4129,"9394","A"
"SA",141,14181,14181420,"Chemn/Zw","Zschopau, Stadt",11939,"9405","A"
"SA",141,14171,14171320,"Chemn/Zw","Thum, Stadt",6070,"9419","A"
"SA",141,14171,14171110,"Chemn/Zw","Gelenau/Erzgeb.",5015,"9423","A"
"SA",141,14171,14171080,"Chemn/Zw","Ehrenfriedersdorf, Stadt",5524,"9427","A"
"SA",141,14181,14181130,"Chemn/Zw","Großolbersdorf",3312,"9432","A"
"SA",141,14181,14181010,"Chemn/Zw","Amtsberg",4369,"9439","A"
"SA",141,14171,14171010,"Chemn/Zw","Annaberg-Buchholz, Stadt",23680,"9456","A"
"SA",141,14171,14171295,"Chemn/Zw","Sehmatal",7629,"9465","A"
"SA",141,14171,14171120,"Chemn/Zw","Geyer, Stadt",4260,"9468","A"
"SA",141,14171,14171030,"Chemn/Zw","Bärenstein",2847,"9471","A"
"SA",141,14171,14171090,"Chemn/Zw","Elterlein, Stadt",3378,"9481","A"
"SA",141,14171,14171250,"Chemn/Zw","Scheibenberg, Stadt",2440,"9481","A"
"SA",141,14171,14171260,"Chemn/Zw","Schlettau, Stadt",2772,"9487","A"
"SA",141,14181,14181260,"Chemn/Zw","Marienberg, Stadt",14722,"9496","A"
"SA",141,14181,14181310,"Chemn/Zw","Pockau",4421,"9509","A"
"SA",141,14181,14181240,"Chemn/Zw","Lengefeld, Stadt",4986,"9514","A"
"SA",141,14181,14181410,"Chemn/Zw","Zöblitz, Stadt",3199,"9517","A"
"SA",141,14181,14181280,"Chemn/Zw","Olbernhau, Stadt",11405,"9526","A"
"SA",141,14177,14177120,,"Flöha, Stadt",11561,"9557","B"
"SA",141,14177,14177110,,"Falkenau",2134,"9569","B"
"SA",141,14177,14177320,,"Niederwiesa",5326,"9577","B"
"SA",141,14177,14177150,,"Freiberg, Stadt",44533,"9599","B"
"SA",141,14177,14177180,,"Großschirma, Stadt",6267,"9603","B"
"SA",141,14177,14177030,,"Brand-Erbisdorf, Stadt",11761,"9618","B"
"SA",141,14177,14177380,,"Sayda, Stadt",2299,"9619","B"
"SA",141,14177,14177140,,"Frauenstein, Stadt",3425,"9623","B"
"SA",141,14177,14177020,,"Bobritzsch",4858,"9627","B"
"SA",141,14177,14177210,,"Halsbrücke",3596,"9633","B"
"SA",141,14182,14182020,,"Altmittweida",2159,"9648","B"
"SA",141,14182,14182280,,"Mittweida, Stadt",16760,"9648","B"
"SA",141,14182,14182150,,"Hainichen, Stadt",9744,"9661","B"
"SA",141,14182,14182450,,"Tiefenbach",3734,"9661","B"
"SA",141,14182,14182120,,"Frankenberg/Sa., Stadt",17299,"9669","B"
"SA",142,14262,14262000,"Dresden","Dresden, Stadt",480228,"1067","A"
"SA",142,14280,14280310,"Dresden","Radebeul, Stadt",32406,"1445","A"
"SA",142,14292,14292445,,"Radeberg, Stadt",18637,"1454","B"
"SA",142,14292,14292415,,"Ottendorf-Okrilla",10273,"1458","B"
"SA",142,14280,14280260,"Dresden","Moritzburg",8068,"1468","A"
"SA",142,14280,14280320,"Dresden","Radeburg, Stadt",7874,"1471","A"
"SA",142,14292,14292005,,"Arnsdorf",4948,"1477","B"
"SA",142,14285,14285100,"Dresden","Großenhain, Stadt",17011,"1558","B"
"SA",142,14285,14285130,"Dresden","Lampertswalde",2073,"1561","B"
"SA",142,14285,14285220,"Dresden","Priestewitz",3600,"1561","B"
"SA",142,14285,14285390,"Dresden","Wildenhain",1809,"1561","B"
"SA",142,14285,14285250,"Dresden","Riesa, Stadt",37970,"1589","B"
"SA",142,14285,14285320,"Dresden","Stauchitz",3593,"1594","B"
"SA",142,14285,14285090,"Dresden","Gröditz, Stadt",8301,"1609","B"
"SA",142,14285,14285190,"Dresden","Nünchritz",6928,"1612","B"
"SA",142,14285,14285330,"Dresden","Strehla, Stadt",4342,"1616","B"
"SA",142,14285,14285420,"Dresden","Zeithain",7174,"1619","B"
"SA",142,14280,14280210,"Dresden","Lommatzsch, Stadt",6083,"1623","A"
"SA",142,14280,14280040,"Dresden","Coswig, Stadt",22937,"1640","A"
"SA",142,14280,14280240,"Dresden","Meißen, Stadt",28780,"1662","A"
"SA",142,14280,14280280,"Dresden","Nossen, Stadt",7781,"1683","A"
"SA",142,14280,14280270,"Dresden","Niederau",4310,"1689","A"
"SA",142,14280,14280440,"Dresden","Weinböhla",10406,"1689","A"
"SA",142,14290,14290130,"Dresden","Freital, Stadt",39567,"1705","A"
"SA",142,14290,14290450,"Dresden","Wilsdruff, Stadt",13708,"1723","A"
"SA",142,14290,14290020,"Dresden","Bannewitz",10573,"1728","A"
"SA",142,14290,14290360,"Dresden","Rabenau, Stadt",4743,"1734","A"
"SA",142,14290,14290440,"Dresden","Tharandt, Stadt",5700,"1737","A"
"SA",142,14290,14290080,"Dresden","Dippoldiswalde, Stadt",10947,"1744","B"
"SA",142,14290,14290410,"Dresden","Schmiedeberg",5263,"1762","A"
"SA",142,14290,14290150,"Dresden","Glashütte, Stadt",4761,"1768","A"
"SA",142,14290,14290010,"Dresden","Altenberg, Stadt",6395,"1773","A"
"SA",142,14290,14290220,"Dresden","Höckendorf",3197,"1774","A"
"SA",142,14287,14287290,"Dresden","Pirna, Stadt",40853,"1796","B"
"SA",142,14287,14287400,"Dresden","Struppen",2851,"1796","B"
"SA",142,14287,14287100,"Dresden","Dohna, Stadt",6053,"1809","B"
"SA",142,14287,14287140,"Dresden","Heidenau, Stadt",16836,"1809","B"
"SA",142,14287,14287040,"Dresden","Bahretal",2396,"1819","B"
"SA",142,14287,14287390,"Dresden","Stolpen, Stadt",6225,"1833","B"
"SA",142,14287,14287170,"Dresden","Hohwald",4970,"1844","B"
"SA",142,14287,14287270,"Dresden","Neustadt i. Sa., Stadt",10899,"1844","B"
"SA",142,14287,14287240,"Dresden","Lohmen",3394,"1847","B"
"SA",142,14287,14287370,"Dresden","Sebnitz, Stadt",9496,"1855","B"
"SA",142,14272,14272020,,"Bischofswerda, Stadt",13413,"1877","B"
"SA",142,14292,14292430,,"Pulsnitz, Stadt",6696,"1896","B"
"SA",142,14292,14292050,,"Bretnig-Hauswalde",3276,"1900","B"
"SA",142,14292,14292180,,"Großröhrsdorf, Stadt",7491,"1900","B"
"SA",142,14272,14272250,,"Neukirch/Lausitz",5680,"1904","B"
"SA",142,14272,14272030,,"Burkau",3007,"1906","B"
"SA",142,14272,14272080,,"Frankenthal",1083,"1909","B"
"SA",142,14272,14272140,,"Großharthau",3593,"1909","B"
"SA",142,14292,14292210,,"Kamenz, Stadt",18606,"1917","B"
"SA",142,14292,14292192,,"Haselbachtal",4806,"1920","B"
"SA",142,14292,14292170,,"Großnaundorf",1091,"1936","B"
"SA",142,14292,14292260,,"Königsbrück, Stadt",4876,"1936","B"
"SA",142,14292,14292500,,"Schwepnitz",2905,"1936","B"
"SA",142,14292,14292550,,"Straßgräbchen",818,"1936","B"
"SA",142,14272,14272010,,"Bautzen, Stadt",42333,"2625","B"
"SA",142,14272,14272170,,"Hochkirch",2601,"2627","B"
"SA",142,14272,14272210,,"Kubschütz",2943,"2627","B"
"SA",142,14272,14272380,,"Weißenberg, Stadt",3672,"2627","B"
"SA",142,14272,14272390,,"Wilthen, Stadt",6761,"2681","B"
"SA",142,14272,14272340,,"Sohland a. d. Spree",7873,"2689","B"
"SA",142,14272,14272150,,"Großpostwitz/O.L.",3183,"2692","B"
"SA",142,14286,14286230,,"Löbau, Stadt",18871,"2708","B"
"SA",142,14286,14286260,,"Neugersdorf, Stadt",6531,"2727","B"
"SA",142,14286,14286070,,"Ebersbach/Sa., Stadt",9519,"2730","B"
"SA",142,14272,14272050,,"Cunewalde",5691,"2733","B"
"SA",142,14286,14286330,,"Oppach",3129,"2736","B"
"SA",142,14286,14286090,,"Eibau",5157,"2739","B"
"SA",142,14286,14286100,,"Friedersdorf",1542,"2742","B"
"SA",142,14286,14286270,,"Neusalza-Spremberg, Stadt",2540,"2742","B"
"SA",142,14286,14286160,,"Herrnhut, Stadt",2793,"2747","B"
"SA",142,14286,14286020,,"Bernstadt a. d. Eigen, Stadt",4204,"2748","B"
"SA",142,14286,14286470,,"Zittau, Stadt",26402,"2763","B"
"SA",142,14286,14286120,,"Großschönau",6935,"2779","B"
"SA",142,14286,14286410,,"Seifhennersdorf, Stadt",4932,"2782","B"
"SA",142,14286,14286170,,"Hirschfelde",4063,"2788","B"
"SA",142,14286,14286315,,"Oderwitz",6180,"2791","B"
"SA",142,14263,14263000,,"Görlitz, Stadt",59284,"2826","B"
"SA",142,14284,14284230,,"Markersdorf",4533,"2829","B"
"SA",142,14284,14284310,,"Reichenbach/O.L., Stadt",4394,"2894","B"
"SA",142,14286,14286340,,"Ostritz, Stadt",3100,"2899","B"
"SA",142,14284,14284240,,"Mücka",1272,"2906","B"
"SA",142,14284,14284280,,"Niesky, Stadt",11432,"2906","B"
"SA",142,14284,14284140,,"Kodersdorf",2715,"2923","B"
"SA",142,14284,14284350,,"Rothenburg/O.L., Stadt",5909,"2929","B"
"SA",142,14284,14284470,,"Weißwasser/O.L., Stadt",23862,"2943","B"
"SA",142,14284,14284010,,"Bad Muskau, Stadt",4035,"2953","B"
"SA",142,14284,14284330,,"Rietschen",3139,"2956","B"
"SA",142,14284,14284160,,"Krauschwitz",4046,"2957","B"
"SA",142,14264,14264000,,"Hoyerswerda, Stadt",46381,"2977","B"
"SA",142,14292,14292110,,"Elsterheide",4030,"2979","B"
"SA",142,14292,14292290,,"Lauta, Stadt",8940,"2991","B"
"SA",142,14292,14292020,,"Bernsdorf, Stadt",5799,"2994","B"
"SA",142,14292,14292320,,"Lohsa",4555,"2999","B"
"SA",143,14365,14365000,"Halle/Lpz.","Leipzig, Stadt",494795,"4109","A"
"SA",143,14379,14379450,"Halle/Lpz.","Markkleeberg, Stadt",23139,"4416","A"
"SA",143,14379,14379460,"Halle/Lpz.","Markranstädt, Stadt",13078,"4420","A"
"SA",143,14374,14374345,"Halle/Lpz.","Taucha, Stadt",14698,"4425","A"
"SA",143,14374,14374315,"Halle/Lpz.","Schkeuditz, Stadt",18915,"4435","A"
"SA",143,14379,14379750,"Halle/Lpz.","Zwenkau, Stadt",8992,"4442","A"
"SA",143,14383,14383055,,"Borsdorf",8045,"4451","B"
"SA",143,14379,14379350,"Halle/Lpz.","Kitzen",2129,"4460","A"
"SA",143,14374,14374060,"Halle/Lpz.","Delitzsch, Stadt",28498,"4509","A"
"SA",143,14374,14374190,"Halle/Lpz.","Krostitz",4084,"4509","A"
"SA",143,14374,14374250,"Halle/Lpz.","Neukyhna",2699,"4509","A"
"SA",143,14374,14374290,"Halle/Lpz.","Rackwitz",5555,"4519","A"
"SA",143,14379,14379580,"Halle/Lpz.","Pegau, Stadt",4917,"4523","A"
"SA",143,14379,14379260,"Halle/Lpz.","Groitzsch, Stadt",8722,"4539","A"
"SA",143,14379,14379100,"Halle/Lpz.","Borna, Stadt",23408,"4552","A"
"SA",143,14379,14379080,"Halle/Lpz.","Böhlen, Stadt",7072,"4564","A"
"SA",143,14379,14379640,"Halle/Lpz.","Regis-Breitingen, Stadt",4293,"4565","A"
"SA",143,14379,14379360,"Halle/Lpz.","Kitzscher, Stadt",6469,"4567","A"
"SA",143,14379,14379530,"Halle/Lpz.","Neukieritzsch",3700,"4575","A"
"SA",143,14379,14379180,"Halle/Lpz.","Espenhain",2792,"4579","A"
"SA",143,14379,14379230,"Halle/Lpz.","Geithain, Stadt",6710,"4643","A"
"SA",143,14383,14383020,,"Bad Lausick, Stadt",9031,"4651","B"
"SA",143,14379,14379220,"Halle/Lpz.","Frohburg, Stadt",8340,"4654","A"
"SA",143,14379,14379370,"Halle/Lpz.","Kohren-Sahlis, Stadt",3176,"4655","A"
"SA",143,14379,14379500,"Halle/Lpz.","Narsdorf",1957,"4657","A"
"SA",143,14383,14383120,,"Grimma, Stadt",18236,"4668","B"
"SA",143,14383,14383140,,"Großbothen",3731,"4668","B"
"SA",143,14383,14383250,,"Parthenstein",3751,"4668","B"
"SA",143,14383,14383070,,"Colditz, Stadt",5506,"4680","B"
"SA",143,14383,14383220,,"Naunhof, Stadt",8854,"4683","B"
"SA",143,14383,14383230,,"Nerchau, Stadt",4392,"4685","B"
"SA",143,14375,14375090,,"Leisnig, Stadt",7335,"4703","B"
"SA",143,14375,14375030,,"Döbeln, Stadt",22201,"4720","B"
"SA",143,14375,14375180,,"Waldheim, Stadt",9217,"4736","B"
"SA",143,14375,14375160,,"Roßwein, Stadt",7824,"4741","B"
"SA",143,14375,14375070,,"Hartha, Stadt",8793,"4746","B"
"SA",143,14389,14389240,,"Oschatz, Stadt",16849,"4758","B"
"SA",143,14389,14389210,,"Mügeln, Stadt",4940,"4769","B"
"SA",143,14389,14389080,,"Dahlen, Stadt",5117,"4774","B"
"SA",143,14389,14389340,,"Wermsdorf",6136,"4779","B"
"SA",143,14383,14383160,,"Hohburg",3110,"4808","B"
"SA",143,14383,14383290,,"Thallwitz",4020,"4808","B"
"SA",143,14383,14383340,,"Wurzen, Stadt",15473,"4808","B"
"SA",143,14383,14383060,,"Brandis, Stadt",9859,"4821","B"
"SA",143,14383,14383190,,"Machern",6706,"4827","B"
"SA",143,14383,14383040,,"Bennewitz",5345,"4828","B"
"SA",143,14374,14374090,"Halle/Lpz.","Eilenburg, Stadt",17950,"4838","A"
"SA",143,14374,14374140,"Halle/Lpz.","Jesewitz",3141,"4838","A"
"SA",143,14374,14374390,"Halle/Lpz.","Zschepplin",3368,"4838","A"
"SA",143,14389,14389200,,"Mockrehna",5776,"4838","B"
"SA",143,14374,14374020,"Halle/Lpz.","Bad Düben, Stadt",9065,"4849","A"
"SA",143,14389,14389110,,"Dreiheide",2592,"4860","B"
"SA",143,14389,14389320,,"Torgau, Stadt",19062,"4860","B"
"SA",143,14389,14389040,,"Belgern, Stadt",5314,"4874","B"
"SA",143,14389,14389100,,"Dommitzsch, Stadt",3234,"4880","B"
"SAH",151,15159,15159023,,"Köthen (Anhalt), Stadt",31822,"6366","A"
"SAH",151,15159,15159015,,"Gnetsch",383,"6369","A"
"SAH",151,15159,15159021,,"Kleinpaschleben",1004,"6369","A"
"SAH",151,15159,15159033,,"Prosigk",551,"6369","A"
"SAH",151,15159,15159035,,"Radegast, Stadt",1346,"6369","A"
"SAH",151,15159,15159042,,"Trinum",427,"6369","A"
"SAH",151,15159,15159043,,"Weißandt-Gölzau",1519,"6369","A"
"SAH",151,15159,15159001,,"Aken (Elbe), Stadt",9438,"6385","A"
"SAH",151,15159,15159024,,"Libbesdorf",436,"6386","A"
"SAH",151,15159,15159031,,"Osternienburg",2231,"6386","A"
"SAH",151,15159,15159034,,"Quellendorf",1063,"6386","A"
"SAH",151,15159,15159017,,"Gröbzig, Stadt",3267,"6388","A"
"SAH",151,15159,15159032,,"Piethen",281,"6388","A"
"SAH",151,15153,15153006,,"Bernburg (Saale), Stadt",33124,"6406","A"
"SAH",151,15153,15153003,,"Baalberge",1492,"6408","A"
"SAH",151,15153,15153015,,"Ilberstedt",1272,"6408","A"
"SAH",151,15153,15153021,,"Peißen",1293,"6408","A"
"SAH",151,15153,15153016,,"Könnern, Stadt",5581,"6420","A"
"SAH",151,15153,15153002,,"Alsleben (Saale), Stadt",2839,"6425","A"
"SAH",151,15153,15153020,,"Nienburg (Saale), Stadt",4628,"6429","A"
"SAH",151,15154,15154002,"Halle/Lpz.","Bitterfeld, Stadt",15985,"6749","A"
"SAH",151,15154,15154003,"Halle/Lpz.","Bobbau",1728,"6766","A"
"SAH",151,15154,15154041,"Halle/Lpz.","Thalheim",1590,"6766","A"
"SAH",151,15154,15154044,"Halle/Lpz.","Wolfen, Stadt",27844,"6766","A"
"SAH",151,15171,15171008,,"Bergwitz",1678,"6773","A"
"SAH",151,15171,15171023,,"Gräfenhainichen, Stadt",8239,"6773","A"
"SAH",151,15171,15171059,,"Radis",1390,"6773","A"
"SAH",151,15154,15154023,"Halle/Lpz.","Pouch",1760,"6774","A"
"SAH",151,15154,15154031,"Halle/Lpz.","Rösa",974,"6774","A"
"SAH",151,15171,15171071,,"Söllichau",1015,"6774","A"
"SAH",151,15154,15154045,"Halle/Lpz.","Zörbig, Stadt",9222,"6780","A"
"SAH",151,15151,15151018,,"Griesen",363,"6786","A"
"SAH",151,15171,15171044,,"Möhlau",2182,"6791","A"
"SAH",151,15171,15171081,,"Zschornewitz",3028,"6791","A"
"SAH",151,15154,15154034,"Halle/Lpz.","Sandersdorf",6698,"6792","A"
"SAH",151,15154,15154004,"Halle/Lpz.","Brehna, Stadt",3039,"6796","A"
"SAH",151,15154,15154010,"Halle/Lpz.","Greppin",2954,"6803","A"
"SAH",151,15154,15154020,"Halle/Lpz.","Muldenstein",2251,"6804","A"
"SAH",151,15154,15154014,"Halle/Lpz.","Holzweißig",3356,"6808","A"
"SAH",151,15101,15101000,,"Dessau, Stadt",79449,"6844","B"
"SAH",151,15151,15151051,,"Rodleben",1758,"6862","A"
"SAH",151,15151,15151053,,"Roßlau (Elbe), Stadt",14279,"6862","A"
"SAH",151,15151,15151009,,"Coswig (Anhalt), Stadt",9015,"6869","A"
"SAH",151,15171,15171077,,"Wittenberg, Lutherstadt",47153,"6886","A"
"SAH",151,15171,15171078,,"Zahna, Stadt",3790,"6895","A"
"SAH",151,15171,15171072,,"Straach",946,"6896","A"
"SAH",151,15171,15171021,,"Globig-Bleddin",630,"6901","A"
"SAH",151,15171,15171006,,"Bad Schmiedeberg, Stadt",4245,"6905","A"
"SAH",151,15171,15171032,,"Korgau",361,"6905","A"
"SAH",151,15171,15171042,,"Meuro",659,"6905","A"
"SAH",151,15171,15171054,,"Pretzsch (Elbe), Stadt",1781,"6909","A"
"SAH",151,15171,15171074,,"Trebitz",1312,"6909","A"
"SAH",151,15171,15171026,,"Jessen (Elster), Stadt",15674,"6917","A"
"SAH",151,15171,15171017,,"Elster (Elbe)",2704,"6918","A"
"SAH",151,15151,15151067,,"Zerbst, Stadt",16069,"39261","A"
"SAH",151,15151,15151002,,"Bornum",600,"39264","A"
"SAH",151,15151,15151020,,"Güterglück",780,"39264","A"
"SAH",151,15151,15151026,,"Jütrichau",528,"39264","A"
"SAH",151,15151,15151033,,"Lindau, Stadt",1204,"39264","A"
"SAH",151,15151,15151039,,"Moritz",369,"39264","A"
"SAH",151,15151,15151031,,"Leitzkau",1176,"39279","A"
"SAH",151,15151,15151034,,"Loburg, Stadt",2572,"39279","A"
"SAH",151,15151,15151052,,"Rosian",617,"39279","A"
"SAH",151,15151,15151054,,"Schweinitz",313,"39279","A"
"SAH",151,15151,15151066,,"Zeppernick",770,"39279","A"
"SAH",151,15153,15153014,,"Güsten, Stadt",4319,"39439","A"
"SAH",152,15202,15202000,"Halle/Lpz.","Halle (Saale), Stadt",239355,"6108","A"
"SAH",152,15265,15265028,"Halle/Lpz.","Lieskau",2797,"6120","A"
"SAH",152,15265,15265001,"Halle/Lpz.","Angersdorf",1185,"6179","A"
"SAH",152,15265,15265003,"Halle/Lpz.","Bennstedt",1521,"6179","A"
"SAH",152,15265,15265021,"Halle/Lpz.","Hohenweiden",824,"6179","A"
"SAH",152,15265,15265022,"Halle/Lpz.","Holleben",1712,"6179","A"
"SAH",152,15265,15265046,"Halle/Lpz.","Schochwitz",1286,"6179","A"
"SAH",152,15265,15265053,"Halle/Lpz.","Teutschenthal",7078,"6179","A"
"SAH",152,15265,15265057,"Halle/Lpz.","Zscherben",1641,"6179","A"
"SAH",152,15261,15261046,"Halle/Lpz.","Raßnitz",1047,"6184","A"
"SAH",152,15265,15265058,"Halle/Lpz.","Kabelsketal",9046,"6184","A"
"SAH",152,15265,15265006,"Halle/Lpz.","Braschwitz",1314,"6188","A"
"SAH",152,15265,15265026,"Halle/Lpz.","Landsberg, Stadt",4656,"6188","A"
"SAH",152,15265,15265037,"Halle/Lpz.","Oppin",1595,"6188","A"
"SAH",152,15265,15265039,"Halle/Lpz.","Peißen",1125,"6188","A"
"SAH",152,15265,15265030,"Halle/Lpz.","Löbejün, Stadt",2393,"6193","A"
"SAH",152,15265,15265032,"Halle/Lpz.","Morl",933,"6193","A"
"SAH",152,15265,15265033,"Halle/Lpz.","Nauendorf",1929,"6193","A"
"SAH",152,15265,15265048,"Halle/Lpz.","Sennewitz",1683,"6193","A"
"SAH",152,15265,15265052,"Halle/Lpz.","Teicha",1470,"6193","A"
"SAH",152,15265,15265055,"Halle/Lpz.","Wettin, Stadt",2311,"6198","A"
"SAH",152,15261,15261006,"Halle/Lpz.","Beuna (Geiseltal)",1064,"6217","A"
"SAH",152,15261,15261036,"Halle/Lpz.","Merseburg, Stadt",35937,"6217","A"
"SAH",152,15261,15261003,"Halle/Lpz.","Bad Dürrenberg, Stadt",11735,"6231","A"
"SAH",152,15261,15261027,"Halle/Lpz.","Kötzschau",2127,"6231","A"
"SAH",152,15261,15261040,"Halle/Lpz.","Nempitz",308,"6231","A"
"SAH",152,15261,15261033,"Halle/Lpz.","Leuna, Stadt",7241,"6237","A"
"SAH",152,15261,15261054,"Halle/Lpz.","Spergau",1152,"6237","A"
"SAH",152,15261,15261008,"Halle/Lpz.","Braunsbedra, Stadt",11420,"6242","A"
"SAH",152,15261,15261030,"Halle/Lpz.","Krumpa",1264,"6242","A"
"SAH",152,15261,15261004,"Halle/Lpz.","Bad Lauchstädt, Stadt",5064,"6246","A"
"SAH",152,15261,15261038,"Halle/Lpz.","Milzau",1023,"6246","A"
"SAH",152,15261,15261039,"Halle/Lpz.","Mücheln (Geiseltal), Stadt",6511,"6249","A"
"SAH",152,15261,15261022,"Halle/Lpz.","Günthersdorf",1209,"6254","A"
"SAH",152,15261,15261026,"Halle/Lpz.","Kötschlitz",928,"6254","A"
"SAH",152,15261,15261058,"Halle/Lpz.","Wallendorf (Luppe)",1070,"6254","A"
"SAH",152,15261,15261062,"Halle/Lpz.","Zöschen",1040,"6254","A"
"SAH",152,15261,15261063,"Halle/Lpz.","Zweimen",326,"6254","A"
"SAH",152,15261,15261050,"Halle/Lpz.","Schafstädt, Stadt",2256,"6255","A"
"SAH",152,15261,15261051,"Halle/Lpz.","Schkopau",3168,"6258","A"
"SAH",152,15261,15261045,"Halle/Lpz.","Querfurt, Stadt",13394,"6268","A"
"SAH",152,15261,15261013,"Halle/Lpz.","Farnstädt",1263,"6279","A"
"SAH",152,15260,15260017,,"Eisleben, Lutherstadt",21786,"6295","B"
"SAH",152,15260,15260043,,"Osterhausen",1137,"6295","B"
"SAH",152,15260,15260050,,"Rothenschirmbach",685,"6295","B"
"SAH",152,15260,15260037,,"Klostermansfeld",2910,"6308","B"
"SAH",152,15260,15260030,,"Helbra",4885,"6311","B"
"SAH",152,15260,15260069,,"Wimmelburg",1436,"6313","B"
"SAH",152,15260,15260018,,"Erdeborn",1135,"6317","B"
"SAH",152,15260,15260049,,"Röblingen am See",3153,"6317","B"
"SAH",152,15260,15260033,,"Hettstedt, Stadt",16700,"6333","B"
"SAH",152,15260,15260046,,"Quenstedt",893,"6333","B"
"SAH",152,15260,15260064,,"Walbeck",1075,"6333","B"
"SAH",152,15260,15260039,,"Mansfeld, Stadt",3619,"6343","B"
"SAH",152,15260,15260023,,"Gerbstedt, Stadt",3257,"6347","B"
"SAH",152,15260,15260026,,"Großörner",2219,"6348","B"
"SAH",152,15260,15260052,,"Sandersleben, Stadt",2135,"6456","B"
"SAH",152,15266,15266041,,"Sangerhausen, Stadt",24337,"6526","B"
"SAH",152,15266,15266014,,"Gonna",727,"6528","B"
"SAH",152,15266,15266032,,"Oberröblingen",1674,"6528","B"
"SAH",152,15266,15266047,,"Wallhausen",2208,"6528","B"
"SAH",152,15266,15266002,,"Bennungen",1016,"6536","B"
"SAH",152,15266,15266003,,"Berga",1978,"6536","B"
"SAH",152,15266,15266038,,"Roßla",2432,"6536","B"
"SAH",152,15266,15266023,,"Kelbra (Kyffhäuser), Stadt",3144,"6537","B"
"SAH",152,15266,15266001,,"Allstedt, Stadt",3277,"6542","B"
"SAH",152,15266,15266030,,"Niederröblingen (Helme)",455,"6542","B"
"SAH",152,15256,15256062,,"Naumburg (Saale), Stadt",30279,"6618","B"
"SAH",152,15256,15256093,,"Wethau",741,"6618","B"
"SAH",152,15256,15256004,,"Bad Kösen, Stadt",5645,"6628","B"
"SAH",152,15256,15256027,,"Freyburg (Unstrut), Stadt",4445,"6632","B"
"SAH",152,15261,15261019,"Halle/Lpz.","Gröst",644,"6632","A"
"SAH",152,15256,15256052,,"Laucha an der Unstrut, Stadt",2589,"6636","B"
"SAH",152,15256,15256043,,"Karsdorf",2268,"6638","B"
"SAH",152,15256,15256073,,"Saubach",760,"6647","B"
"SAH",152,15256,15256025,,"Eckartsberga, Stadt",1949,"6648","B"
"SAH",152,15268,15268002,"Halle/Lpz.","Burgwerben",1059,"6667","B"
"SAH",152,15268,15268014,"Halle/Lpz.","Leißling",1626,"6667","B"
"SAH",152,15268,15268020,"Halle/Lpz.","Prittitz",1056,"6667","B"
"SAH",152,15268,15268035,"Halle/Lpz.","Weißenfels, Stadt",30871,"6667","B"
"SAH",152,15268,15268011,"Halle/Lpz.","Hohenmölsen, Stadt",10178,"6679","B"
"SAH",152,15256,15256018,,"Deuben",1211,"6682","B"
"SAH",152,15268,15268031,"Halle/Lpz.","Teuchern, Stadt",3671,"6682","B"
"SAH",152,15268,15268003,"Halle/Lpz.","Dehlitz (Saale)",586,"6686","B"
"SAH",152,15268,15268008,"Halle/Lpz.","Großgörschen",874,"6686","B"
"SAH",152,15268,15268015,"Halle/Lpz.","Lützen, Stadt",3690,"6686","B"
"SAH",152,15268,15268022,"Halle/Lpz.","Rippach",670,"6686","B"
"SAH",152,15256,15256020,,"Döschwitz",923,"6712","B"
"SAH",152,15256,15256035,,"Grana",815,"6712","B"
"SAH",152,15256,15256039,,"Heuckewalde",439,"6712","B"
"SAH",152,15256,15256050,,"Kretzschau",1328,"6712","B"
"SAH",152,15256,15256100,,"Zeitz, Stadt",30717,"6712","B"
"SAH",152,15256,15256065,,"Osterfeld, Stadt",1438,"6721","B"
"SAH",152,15256,15256092,,"Weißenborn",370,"6722","B"
"SAH",152,15256,15256094,,"Wetterzeube",1187,"6722","B"
"SAH",152,15256,15256102,,"Elsteraue",10132,"6729","B"
"SAH",153,15352,15352002,,"Aschersleben, Stadt",26736,"6449","B"
"SAH",153,15352,15352023,,"Mehringen",1136,"6456","B"
"SAH",153,15364,15364012,,"Heteborn",410,"6458","B"
"SAH",153,15352,15352044,,"Falkenstein/Harz, Stadt",6553,"6463","B"
"SAH",153,15352,15352013,,"Gatersleben",2679,"6466","B"
"SAH",153,15352,15352020,,"Hoym, Stadt",2679,"6467","B"
"SAH",153,15364,15364016,,"Quedlinburg, Stadt",23620,"6484","B"
"SAH",153,15364,15364027,,"Westerhausen",2170,"6484","B"
